657,"“How do you feel about coronavirus?”

My mom: I’m Black, so I’m used to feeling like I can’t breathe in this country. 

Me: https://t.co/TzzZ8216rC"
658,"""I was so dizzy, all my energy gels were going everywhere, I wanted to be sick.""

This man's marathon preparations were cut short due to Coronavirus. So he decided to run the full 26 miles inside his eight-metre apartment. https://t.co/h5Aq1LaF5R"
659,"Emergency support inc PPE supplies Easter Bank Holiday weekend 
Care providers should seek emergency support from their local Director of Adult Social Services (DASS) at their local council and their Local Resilience Forums (LRFs). Find out how here; ➡️https://t.co/UYlo5vIKUL https://t.co/CJVUIiKP4p"
660,#EUNOTFORME https://t.co/AHWS29veUf @GREEKSIART MOST LIKELY MEDICAL EQUIPMENT #BRITAIN BOUGHT FROM #CHINA COMING THROUGH #TURKEY!! #ERDOGAN AND HIS MANTAR WORKING ON THIS!! https://t.co/RV1w9tmXLk
661,"@GLPCopernica @LouDobbs Burials On New York Island Are Not New, But Are Increasing During Pandemic https://t.co/0Npu5WFB0b"
662,"ICYMI: JWJ's @NataliePK sat down with Jimmy Rodriguez, a DACA recipient, to discuss how #COVID19 is affecting his community. 

Jimmy's perspective below 👇"
663,The country have recorded 30 additional confirmed cases of coronavirus bringing the country’s case count to 408 as the death toll also rises to eight as at April 11. This was confirmed by the Ghana Health Service (GHS). https://t.co/zSPrcEiLxQ https://t.co/3yjjhHZHx9
664,"Lockdown continues
Let's keep staying safe 
#SaturdayMorning #StayHome #HappyEaster #Peace https://t.co/g3SG5wEyZA"
665,Use social media for circulation of authentic Covid19 related information: Dr Sehrish to people #Kashmir #KnsKashmir https://t.co/ZN1xO5gw5z
666,Raw intense and stylish brother 👌👌👌👍👍 Looking ur best 👏👏👏 best wishes to the team #Mohandas 🤗🤗 @TheVishnuVishal
667,ALBERTSONS: Albertsons has begun requiring customers to wear face coverings to enter its stores in an effort to help prevent the spread of the coronavirus. https://t.co/JXzuhVjVHv
668,"China is a dictatorship that, for decades, enforced a one child per family policy under penalty of forced sterilization. But they can't close down the farmer's market from hell?  #CoronaVirus #WetMarkets https://t.co/pvkfhdTk4i"
669,VOBORIL: Coronavirus Policies Based On Math Error Will Fuel Populism In November https://t.co/vlgNv4wpNt via @dailycaller
670,"Honarable FM, any compensation available for bankcoruption company workers which was under NCLT process,because we r not getting wages from 11 months&amp; our PF also not debited in our account,pl do something for us mam."
671,Thank you for reminding us what presidential leadership looks like.
672,"Heads up Las Vegans!! This should be awesome!

Las Vegas Airforce Thunderbirds honoring all those front liners fighting the coronavirus. https://t.co/wA5Ko2tfZm"
673,@realDonaldTrump Still waiting on Trump to visit and embrace our Americans suffering from coronavirus instead of constantly bragging about himself and his ratings. https://t.co/m4TEUrQ02I
674,"22 new cases of #COVID19 have been reported in Nigeria: 15 in Lagos, 4 in the FCT, 2 in Bauchi, 1 in Edo

As at 09:00pm 8th April there are 276 confirmed cases of #COVID19 reported in Nigeria. 44 have been discharged with 6 deaths. https://t.co/szveXoccvG"
675,"@morsels @KaivanShroff @fred_guttenberg @JoeBiden When intelligent Democrats are lazy, they help Republicans stay in power

https://t.co/FmjEvBWPp0"
676,"Looking for some feedback.  Please tell me....Which title appeals to you most for an ebook? (Excuse abbreviations) #ebook #titles #seo #blog #bloggers #amazon #selfpublish #kdp #poll #blogging #WritingCommunity
#writers #newbloggers #contentcreation #help #booktitles #lockdown"
677,"""'Liar': Trump fact-checked for dangerous coronavirus claims"" - https://t.co/Ej3uQATofl"
678,I’m sorry if you feel that’s an apology but it absolutely fucking isn’t
679,"NEW: The Preparedness Problem — how America spent 20 years getting ready to fight a pandemic, and then dropped the ball when it finally arrived. https://t.co/FAovycKrZP #longread"
680,I say this cautiously but I think the tone of British reports about deaths &amp; lockdown in Italy a month ago was more alarmed &amp; urgent than reports of more daily deaths &amp; a less effective lockdown here now. It’s deeply disturbing &amp; I don’t  understand it. Is it just partisan bias?
681,NEW: New York reports the lowest number of coronavirus patients admitted to hospitals since March 16. https://t.co/ErgMNKVwo6
682,@hiqmatAdebola 😭😭😭 This lockdown should end so I can eat myself to a heart attack
683,980 people died yesterday
684,"Imagine if instead of #TablighiJamaat Kanwariyas were behind 70-80% #Corona spread in India, and had they resisted testing by violently opposing the government, what would have been the response of left liberals and Islamofascists? They attack Hindus even on fake equivalence"
685,"As the spread of the coronavirus accelerates, the UN is working to ensure that the needs of the most vulnerable are reflected in its response to the emergency.

See how humanitarian system responding to #COVID19 ⬇️ https://t.co/gr84kcBIUv"
686,"boosting !
i decided to make another GA bc of corona to cheer ppl up :)

KPOP GIVEAWAY (LIGHTSTICK ALBUM PC photocard)

- rt + like to enter
- must be following 
@YSLJlN

-will dm winners and ask what gift
-multiple winners
-worldwide free shipping
-ends on april 30
 goodluck ! https://t.co/fI8AAhyJXY"
687,"Now all baby &amp; maternity products at your doorstep. The Administration is ensuring that this lockdown is comfortable for all. Please stay indoors and stay safe. 
https://t.co/JHxvJiUyO5 

#RanchiFightsCorona

@HemantSorenJMM 
@JharkhandCMO 
@MVRaoIPS https://t.co/sP3gHtcwxU"
688,"Right, let’s explain something quickly because I’m seeing lots of videos of NHS staff dancing and lots of reactionary fucksticks using this to justify their lizard people claims that COVID19 isn’t real and the mortality figures are just made up..."
689,"look 4G or 5G, this coronavirus can’t take out a real g. ya feel me? https://t.co/STZwna8g3N"
690,GONNA ORDER A JERK CHICKEN BAGEL WITH CHEESE AND BBQ SAUCE A JERK CHICKEN COCO BREAD WITH CHEESE AND BBQ SAUCE LARGE SLUSHIE ALL FLAVOURS CHEESY BEEF PATTY APPLE CRUMBLE AND CUSTARD GUINNESS PUNCH 5 BBQ WINGS AND 5 JERK WINGS😍🤤🤤
691,NEW: Italy reports the highest number of new cases of coronavirus in seven days.
692,"UNITED KINGDOM: A 24 year old woman has been awarded a six months’ prison for spitting on the face of a health-worker while claiming to have coronavirus.

Retweet if you want India to follow the same course."
693,"with a total number of 18,860, #Italy followed with 18,849 #COVID19  deaths."
694,"@__ambell @hugh_pemberton @BPyper @ukcivilservant I don't subscribe to exceptionalism so you're wrong there. My point is Britain looks set to be among countries with high death rates compared to others, but more that the debate on the lockdown has included opponents costing in high death rates."
695,"Our hardworking CA fraternity helps keep the world of business healthy and they are also contributing to make the nation healthy, making the fight against COVID-19 stronger by the contribution to PM-CARES. #IndiaFightsCorona"
696,"Dr. Anthony Fauci said Friday on CNN's ""New Day"" the idea of Americans carrying certificates of immunity to prove they have tested positive for the antibodies to the coronavirus might ""have some merit under certain circumstances."" 
https://t.co/Qv5Hb3HUKu"
697,"On February 26, Trump was scheduled to meet with top infectious disease experts to discuss urgent social distancing steps. Instead, the meeting was cancelled bc Trump was mad about bad press. Then Pence took over &amp; pissed away 3 weeks before taking action. https://t.co/WSnYj1jzWH"
698,Who else notices that true Never Trump conservatives like @TheRickWilson and @WalshFreedom are more brutal on Donald Trump than Democrats are?
699,A group of international vacationers who flew from London to the south of France in a private jet were turned away by French police after they landed. A nationwide lockdown is in place to prevent the spread of coronavirus. https://t.co/HIXWncOFvC
700,"So far today, the U.S. has reported 2,000 new coronavirus deaths, a daily record https://t.co/ACTvkkQ0g2"
701,Chinese disinformation peddlers: https://t.co/WrOnzxVTqm
702,"NEW: The US now has the highest recorded death rate from COVID-19 in the world, surpassing Italy

https://t.co/g44hz8uCGI https://t.co/YCh899QpwL"
703,"Remember, if you are experiencing and/or witnessing domestic violence or child abuse during #COVID19 you can absolutely still report it &amp; ask for help--&gt;

Child Abuse Hotline: 1-800-4-A-CHILD (1-800-422-4453)
Domestic Violence Hotline: 1-800-799-SAFE (7233)"
704,Literally spreading Chinese disinformation https://t.co/223ITVLNFg
705,why are people praising the governor of a state that has more cases of coronavirus than any country in the world
706,"Lockdown ""Good"". Early Lockdown ""Great"". Extended Lockdown ""Excellent"". But what next? Where is the plan to deal with the situation further? Why is no one talking about testing?"
707,"@Khanyisile_Muso This could be the last time we have cold beverages, this lockdown is going to be a drag"
708,"How can you stay healthy during the #coronavirus lockdown?

@sara_kayat explains the four pillars of health and how you can adhere to them during the coronavirus pandemic https://t.co/Mwvd4MGaPP https://t.co/1HJublAPnf"
709,"@afaduln2 @KurtRobson101 #IndianMuslims Are Being Scapegoated for the Coronavirus
https://t.co/vRMR2VzaEr https://t.co/2gm7YrJCaP"
710,"Thoughtful piece on the challenges of balancing health concerns with economic concerns. We must have a candid debate about how to consider both.

A transition to an open economy and a more targeted approach to battling the pandemic must happen, and soon. 
https://t.co/AQsXXRZ7N0"
711,The manifestation of the annointing of the agency we have seen. Fulfilled prophesies to the letter. Corona virus #NeedforGlobalRepentance
712,"Four weeks ago Jeremy called out the government strategy of the time for being ""complacent"". It didn't get much attention because he was an outgoing leader and the media was so fiercely opposed any kind of ""hipster analysis"". It's worth reading the replies under the tweet."
713,https://t.co/HFGsIufDkH  Bill Maher defies liberal PC police - Says China can't be given a pass on this because the media says it's racist. Says China is clearly at fault here
714,"My beautiful mum passed away last night; coronavirus was too much for her. She self isolated from the start, shopping once. Her symptoms: lack of taste &amp; extreme fatigue. The pain of losing someone, not tell them that you love them is overwhelming and devastating. Stay in. https://t.co/lnJkv55ymp"
715,"Kano state on Saturday confirmed the index case of coronavirus, otherwise known as COVID-19 in the state.
Read more: https://t.co/m9ADz8QHGs
#dailytrust"
716,"In Michigan, USA the #Coronavirus #MartialLaw overlords have banned citizens from buying certain produce including fresh meat.

The #ClimateFraud Democrats want to BAN MEAT don’t they?

LOTS of communist #Agenda21 boxes being ticked during this forced lockdown! https://t.co/zR0A9FMTy1"
717,"Biden Prevented Ebola Outbreak In America

Increased funding for CDC and NIH
Prevented it from reaching America
Provided sufficient PPE
Saved millions of lives

He did so by testing, patient isolation and treatment at the point of origin. 
#coronavirus
#OneVoice1 https://t.co/lTQNM0J4ae"
718,".@tedcruz rips PBS reporter Yamiche Alcindor for playing identity politics amid the coronavirus pandemic. 

More: @dcexaminer 

https://t.co/rwMlmzJbmH"
719,"@dnetta @PMOIndia @narendramodi I appreciate this step of our Priminister, my mother has stuck alone at home due to corona lockdown and was very depressed but this 9 min diya, candle lightning has changed her a lot. now she feels that everyone is in a same situation. she is not alone. I thank you Modi g."
720,"Bill Maher defends calling coronavirus 'Chinese virus,' mocks Ted Lieu - https://t.co/UaZUPjNYUq"
721,"I realize you are not alone in reporting this, but it’s #FakeNews. In terms of population, the US  is more than FIVE TIMES the size of Italy. So the US death toll is currently less than ONE-FIFTH that of Italy https://t.co/Xd886I3nfk"
722,The #coronavirus pandemic is changing the face of work forever. A really straight forward overview https://t.co/IgOrqU2zU5 @FortuneMagazine
723,"LIVE | United States has overtaken Italy to become the country with the largest coronavirus death toll - 18 860 have died so far.

https://t.co/olFCyqfUJt https://t.co/sjgEL8bfwc"
724,This is Hague shit.
725,"@bg3291994 @steveborn1 @pprestonn3000 @CNN US government lost 2 months and didn’t heed WHO advice. If they did, US would have been more prepared and maybe less deaths. Becos of civil liberties, lockdown is not possible, US should have acted even faster &amp; earlier. Also, different healthcare systems play a part too."
726,I’m helping to fight #COVID19 – We only need 494 more people on the app to get a COVID estimate for Guadalupe County. Please help by taking 1 min daily to report how you feel 🙏. You also get an estimate of COVID in your area. Download the app https://t.co/1E6QbKqg7g
727,"In Michigan, USA the #Coronavirus #MartialLaw overlords have banned citizens from buying certain produce including fresh meat.

The #ClimateFraud Democrats want to BAN MEAT don’t they?

LOTS of communist #Agenda21 boxes being ticked during this forced lockdown! https://t.co/zR0A9FMTy1"
728,Like or RT if you will NOT be taking a Coronavirus vaccine.
729,But Cuomosexual right? https://t.co/o3fKXvogmy
730,"Hospitals are disciplining and even firing health care workers for going public with concerns about coronavirus precautions. One New Jersey medical center put a nurse's picture outside, declaring him barred from the premises. https://t.co/o8oGKlZ4Et"
731,When the three witches meet you on the heath and they tell you you’re so tiny! Ahhhh they’re screaming!
732,"This video claims to show Boris Johnson being transferred from ICU to the ward at St Thomas' Hospital, with hundreds of thousands of views. 
It was taken in Barnet Hospital and shows a 94-year-old patient leaving the hospital after recovering from Covid19.
https://t.co/FGEcmU2uja"
733,"Thread. As I’ve said, Putin and MbS want Trump to help them keep a tight grip on power at home. Oil price is key, and Trump is happy to raise gas prices to get the dictators’ help with the 2020 election. Quid pro quo. https://t.co/UaSAFcenHS"
734,why are people praising the governor of a state that has more cases of coronavirus than any country in the world
735,@UberEats And if i may ask. What is it that Uber is doing to help its partners during this lockdown because its a no work no pay kinda thing. Drivers are suffering here in South Africa so how about you help us out financially even if its a loan you know we can always pay you back
736,Numbers keep increasing in AZ and I still see people on my TL’s social media partying it up... 🤦🏽‍♀️
737,"Coronavirus deaths reported in New York this week:

April 5: 599 deaths
April 6: 731 deaths
April 7: 779 deaths
April 8: 799 deaths
April 9: 777 deaths
April 10: 783 deaths

Total this week: 4,468 deaths

Total 9/11 death toll: 2,977 deaths"
738,Called over 5 days. The longest hold time was 1 hour 46 minutes. The line rang then went silent and disconnected. Its been 9 days since i sent a request to cancel an order and obtain a refund. Why stay open if there is no one to service customers? @curryspcworld #coronavirus https://t.co/LLlNhyh6gi
739,"95-year-old Bill Kelly and 104-year-old William Lapschies—two great Oregon veterans—have ""collectively survived World War II, the Great Depression, the Spanish Flu epidemic … and now COVID-19.""

America salutes you! 🇺🇸 https://t.co/D71pLcdsTI"
740,"Today @patel4witham proved once again why she is such a powerful asset for this government. And for all those asking where she’s been, you should be happy she’s been busy running the @ukhomeoffice #COVID19 #Briefing_COVID19 https://t.co/EnqRZDYz0W"
741,"Thousands of coronavirus-infected New Yorkers treated with #anti_malarial_drug 

As many as 4,000 seriously ill #coronavirus patients in New York are being treated with the antimalarial drug #hydroxychloroquine, state health officials say.

https://t.co/lTUw68fnkL
#COVID_19"
742,"Few people clap for the hospital janitors, cashiers, and cafeteria workers who risk themselves just as much for none of the glory and very little pay. They are the unsung heroes of the coronavirus pandemic."
743,"One of those nasty feedback loops that is making effective #covid19 communication amid an accompanying #infodemic even harder. 

More on the press and the pandemic: @castrotech @jayrosen_nyu https://t.co/NFlRw1d5ti and @Laurie_Garrett https://t.co/tRdgel2ww7 https://t.co/BtkKsANQMW"
744,Wuhan is officially celebrating Lockdown after 76 days in quarantine for the coronavirus 👏 https://t.co/NGP2dTxzrD
745,"Reported US coronavirus deaths via @CNN:

4 weeks ago: 49 deaths
3 weeks ago: 249 deaths
2 weeks ago: 1,588 deaths
1 week ago: 7,152 deaths
Right now: 18,693 deaths"
746,I thought it was the r word followed by an apology ⁦@Turnip2020⁩  https://t.co/9Lj2lR3oeK
747,Nops
748,The City of Cape Town should be ordered to rebuild these homes as a matter of urgency and whoever authorised this must be arrested for ignoring what the regulations say about evictions during the lockdown. Sies man phuu
749,"AGING ADULTS: I like to say this tweet is for my old(er) followers who need information on getting meals, prescriptions, scams, and other resources related to coronavirus. Here is a helpful link: https://t.co/IuMG3GQ8JX"
750,Sir donald TRUMP do not worry because with your beatiful handling of all tasks&amp;great TEAMS you wont fail. PASS on what german docs are now trying! of all recovered patients covid19 they take blood then use it for ill treatment SO THE ANTI BODIES ATTACK corona? I hear it  @germany
751,"This video Sums up what Trump has done, who could honestly justify voting for him now?
Then again he will say it never happened and blame “WHO”"
752,"Saturday morning coronavirus positivity: 21 straight days in Italy below new daily cases peak set on March 21st. Lowest death total in Germany since March 30th, 14 days of declining cases since peak, Spain 15 days declining, fewest deaths since March 23rd. https://t.co/PVrAKhHfbZ"
753,Having heard many @RCNWales members having issues with PPE this survey will help us get a wider picture. Please complete it if you can. https://t.co/R0zwBV8W1B
754,Stay at home! That's the only thing that will motivate her to maintain this attitude. #Corona #CoronaLockdown https://t.co/eKjF47h8Nv
755,"@Knackeredback Not bad mate! Lockdown is a bit strange but I’ve not had this much time to play games in years so you take the positives, you?"
756,"Except the US has 270 million more people, and is spending several TRILLION more dollars, which hospitals nationwide are trying to access by mislabeling cause of death.

These irresponsible headlines are to scare you and drag this out for one reason: Election Day"
757,Here’s a timeline of how the new coronavirus became a global pandemic #WSJWhatsNow https://t.co/AsHxcebcNu
758,"Harsh reality:  The US now leads the world in the number of deaths from the coronavirus - 18,860 - compared to 18,849 in Italy, according to Johns Hopkins University. Worldwide, the pandemic has killed nearly 105,000 people as of today"
759,"Today the US passed Italy in the number of deaths caused by #COVIDー19, and leads the world in such deaths. The failure of @realDonaldTrump to take this virus seriously at the early stages when it mattered most has resulted in numerous preventable deaths.

#SaturdayMorning Facts https://t.co/yjiHS2YOpH"
760,Running out of body bags. People dying in the hallway. Coronavirus has Michigan hospital workers at a breaking point. https://t.co/AlrfJ6pILa
761,"The media failed to mention it, but the GOP snuck a bailout for the private jet industry into the coronavirus stimulus package:

—No excise taxes for the rest of the year 
—No fuel taxes for the rest of the year 
—Billions in loans &amp; loan guarantees

More socialism for the rich."
762,"""Coronavirus: US overtakes Italy for the highest death toll, Johns Hopkins University says"" #Coronavirus https://t.co/6yp8HdMX2R"
763,"They were literally handed a playbook to respond to a pandemic. They completely ignored it because it came from Obama, and that made things exponentially worse. https://t.co/BvmSRmruad"
764,Some people just sleep on instagram like literally. Lockdown has validated
765,"Coronavirus in Spain

Cases: 161,852

Deaths: 16,353

Recoveries: 59,109"
766,Hat because I’ve given myself a lockdown jail time crew cut #StaySafe  love to you all beautiful people #StayHomeSaveLifes #LockdownHouseParty https://t.co/skPUnfGwV8
767,@Christi73615980 @craigbowler4 @Socialist_Chris @PownallHarris @LockdownNo @J23428431 @clerkenwell_nb @FraserNelson We can’t lockdown indefinitely and if it goes on for too long we won’t have any jobs to go back to. I reckon the 3 month Furlough period won’t be extended. That will be the point where the two graphs meet where deaths from poverty will start to exceed deaths from Covid.
768,"Public health experts have advised people to wear masks to slow the spread of the coronavirus. But if you don't have one handy, watch how to make your own out of an old T-shirt.

Read more of what you need to know about masks. https://t.co/VE7rXYKNc6 https://t.co/G0JvdJ0Zni"
769,"""coronavirus has opened britain's enormous heart"" fuck the hell off"
770,"8/ The oddest thing of all this was that in October 2019, RIGHT BEFORE THE BREAKOUT, there was an event called ""Event 201"" that had a full blown MIRROR IMAGE simulation of a virus that could kill millions! 

VIDEO: https://t.co/zE7VaLPPex
 
Thrown by Gates,! what a coicidence! https://t.co/epZxJ9PYgU"
771,"NEW: US now leads the world in number of deaths from the coronavirus, having surpassed Italy on Saturday with 18,860 deaths compared to 18,849 in Italy, according to Johns Hopkins University. https://t.co/FwArBvfJC6"
772,"Priti Patel’s disastrous press conference showed that the government is now leaderless - no grip, no plan, no hope. We can’t carry on like this  https://t.co/KNqbXgkF3a"
773,"She DID NOT 

She said “I am sorry if people feel that way, but “"
774,My interview with @SkyNews on #PakistanvsCorona #COVID19
775,"NYC Resorts To Burying Dozens Of Coronavirus Victims In ""Mass Grave"" On Hart Island  https://t.co/npg4LwQKZ5"
776,"Read this @rahulkanwal 
Most children staying at Madrasas are ones who have nowhere to go. Many are orphans. The best perhaps only alternative for them in lockdown was to stay where they are. Shameful of @IndiaToday to target such Madrasas. - @AdityaMenon22  #PehleHealthCare"
777,"Rep. Mike McCaul, the top Republican on the House Foreign Affairs Committee, called the World Health Organization and the Chinese Communist Party “co-conspirators” Rep. McCaul calls China, WHO 'co-conspirators' in coronavirus 'cover-up' | Fox News https://t.co/6nAYDjQe5Q"
778,"COVID19 state-wise progression chart of India. A good depiction. 
@NDRFHQ @ndmaindia https://t.co/9WKrYySLXQ"
779,JUST IN: The United States surpassed Italy on Saturday morning with the most reported coronavirus deaths of any nation https://t.co/9IKpYCcypg
780,Can Trump reopen the economy on May 1? Not really. https://t.co/4ZlCC5lnuy
781,"I’ve now been four weeks on my own, so I decided to make myself some company #lockdown https://t.co/U597Tzmphz"
782,Damn. Fucking. Right.
783,"Don’t be evil, just OBEY: After Covid-19 tech giants will have even more control over what you see &amp; what you think
https://t.co/RsmwV9YRiv"
784,The global #onlinegrocery market to grow annually at 24.8% from 2020-27.  Factors such as smartphone use and the #Covid19 pandemic are anticipated to help drive growth. #marketshare  https://t.co/hE8bsfZwZB https://t.co/shyty2vBF7
785,I’m sorry if you feel that’s an apology but it absolutely fucking isn’t
786,"From a major teaching hospital in London a health worker writes ""my hospital does not have enough PPE. I was asked to see patient in a Covid19 suspected bay with the wrong mask because we have few left. I was also told to the wear same mask all day as we don't have enough...."
787,They running from the smoke
788,"Florida Governor Ron DeSantis falsely claimed that nobody under age 25 has died from #COVID19.

This is 100% WRONG. This disease has killed newborns, children &amp; teenagers.

Anti-science Republicans cannot be trusted - especially during the pandemic. 
 https://t.co/EP9Wh4zK97"
789,"As death rates in Sweden skyrocket compared to its neighbors, their experiment of ignoring COVID-19 seems to be failing.

#COVIDー19 #COVID19 #Cdnpoli
https://t.co/ZofrZcHpJu"
790,Coronavirus Took My Brother-In-Law’s Life – BBNaija’s Lolu https://t.co/3AiDj4W5YB https://t.co/nLU27E3zRp
791,"@ali__samson @Ferretgrove World leaders and international news are covering the UK's response, and it is kinda shameful.

https://t.co/nRZWHK9oi9"
792,Perfect example of how to be physically distant while remaining emotionally connected!  Hold your dance-off today!  #COVID19 doesn’t mean social isolation!  Let’s help prevent loneliness for each other!   https://t.co/Ivejsqpqde
793,@BBCNews Nurses have been forced to wear bin bags then tested positive for coronavirus. “I’m sorry if you feel that wasn’t good enough” isn’t good enough.
794,"Although he's not my shepherd, it's time we start questioning the rights we're giving up willingly or (in some cases) unwillingly.  Oh, BTW, he was arrested 03/31/2020, 6 misdemeanors.  
https://t.co/bZW4Eb3viY

#TonySpell
#TodayExplained
#COVID19 https://t.co/NOwXwkDQyC"
795,"OK, enough. 
Great that Boris is recovering well, but media must focus now on the 1000s dying &amp; 1000s more fighting for their lives. 
The story is THEM, not the Prime Minister doing puzzles."
796,"@nytimes ""Will there be a coronavirus baby boom? NOPE."" Read: Don't Expect a Quarantine Baby Boom by @AlanYuhas. https://t.co/W95XowjVPP"
797,US coronavirus death toll skyrockets past Italy https://t.co/l8RZM6Jds1 https://t.co/1OqoLEvg7d
798,"BREAKING NEWS: A sum of 2 billion naira COVID19 equipment scam.

A Wife of a top Nigerian govt OFFICIAL involved in importing  of sub-standard and second hand Russian medical equipments and materials is LOADING............"
799,Called over 5 days. The longest hold time was 1 hour 46 minutes. The line rang then went silent and disconnected. Its been 9 days since i sent a request to cancel an order and obtain a refund. Why stay open if there is no one to service customers? @curryspcworld #coronavirus https://t.co/LLlNhyh6gi
800,Contact all 3 of your congresscritters now and explain to them that this is genocide and you are not ok with that and neither should they be. https://t.co/hSAsPKWI8d
801,"Mirza asks citizens to follow preventive measures against COVID-19

#APPNews @zfrmrza  #CoronaVirus #CoronaVirusUpdates #COVID19 #StaySafeStayHome #CoronaInPakistan #PakistanFightsCorona #StayBlessedPakistan #staysafe 

https://t.co/zScisVta7Q via @appcsocialmedia https://t.co/R4x6tjJXsZ"
802,"First coronavirus deaths reported in indigenous communities in the Amazon. ""The only contingency plan that would guarantee the survival of these groups is the expulsion of invaders from these areas,” said Douglas Rodrigues https://t.co/78LB4loYQO via @NatGeo by @wallacescott"
803,"*Good news"" 

1st Corona patient in Nashik is cured. His second report is also Negative. 😊

Other 3 awaited reports from Malegaon are also Negative. 😊

No addition in Nashik."
804,"For Ad FREE, HD quality entertainment, check out these sites

Letting you enjoy latest English shows, movies for free to relieve you from the boredom of #LockDown  

✔️https://t.co/MnKJOdYwbg
✔️https://t.co/l1w3mVevxV
✔️https://t.co/vEFwko4vZc
✔️https://t.co/doPoAYyaPi"
805,"Government and statistics means manipulation, unfortunately. 

Just a law of nature. 

🥺🥺🥺🤔🤔🤔"
806,Fact: Every year over 4000 Canadians die from Fentanyl overdoses yet #COVID19 gets more airtime. Ask yourself why the media doesn't air the statistics on Fentanyl deaths 24-7.
807,"Greece doing very well:

https://t.co/1Uy3lLnjfz"
808,today i finally got to hug my mom😭she beat covid19
809,"The Ayatollah leads chants of “death to America.” He pledges to destroy America, which he calls “the Great Satan.” And Senate Dems want to send him millions??? At the EXACT SAME TIME, Senate Dems are blocking desperately need relief to small businesses in America. 😱 #Priorities"
810,#Iran: The Epicenter of #coronavirus and Its Expansion to World - NCRI https://t.co/mHBlsk5ICL https://t.co/4ZBmGtb23O
811,"Just for perspective, I work in a 21 bed ICU. We have 4 patients, currently. Absolutely unprecedented.

This means we are putting people out of work and cancelling outpatient health care for no good reason.

We need to start loosening the lockdown."
812,"For the second day in a row, today's UK's daily ☠️ death toll exceeded 📈 900. On Friday there were a record 980 deaths. 😢

➡️ 19 of these latest deaths were NHS staff!

😷🤒😰🤧
#Coronavirus #CV19 #NHS #COVID19 #PersonalProtectiveEquipment #PPE #NHS #StayAtHomeAndStaySafe https://t.co/5B1h4hA0dr"
813,"What's so disturbing is this man went to the hospital twice &amp; was sent home, even though he was clearly ill, according to his wife: 

""I said, “Well, what about the oxygen?” His fingertips were blue. They said that there was no reason to do anything.""

https://t.co/svOAhZIYeJ"
814,Nope!
815,"Dr Tom Borelli ""Dr Fauci's Plan For #coronavirus Immunity Cards Is Concerning! Governors Are Already Going Overboard By Mandating People Wear Masks, This Is A Police State Gone Wild! AMERICANS Need To Wake Up! We NEED FREEDOM!"" @tomborelli @realDonaldTrump https://t.co/RcwQ2JDY3J https://t.co/O0XGwMv6Rb"
816,"Rest in Peace, real heroes.
And criminal neglect by risk-blind ""evidence based"" bureaucrats.
And, friends, in the meanwhile, wear a mask.

Again, than you all the Dr Chowdhurys. https://t.co/AY1KNxdlWf"
817,"If you think the Coronavirus model projections for deaths in America were extremely inaccurate, wait till you find out how inaccurate the global warming predictions are."
818,"I unfollowed so many influencers who are busy to tell all of us how we should feel and how many new skills we should learn while #SocialDistancing also that #COVID19 is a break for the planet, and time to renew. Fuck you, this is my message to them. So many of us live in fear."
819,Rep. Nunes: Trump assembling second coronavirus task force to reopen economy https://t.co/rTdeQosLqy
820,"@JohnCornyn Hmmm...""Lobbyist Bundler"" Follow the Coronavirus timeline on Fox/Limbaugh/Hannity/ The 14yr Apprentice Actor/6-time Bankruptcy Specialist/2.6 million word tax code advocate...Blood is on their hands forever mate!  God help us! https://t.co/T7RvnAwZb3"
821,Collaborated with ⁦@AlisonKuznitz⁩ on a new Mecklenburg parks story: How the ban on cars as #coronavirus precaution makes a longtime access problem worse. https://t.co/G4Gw4OgwG8
822,"The myth that needs debunking ‘Coronavirus is a great leveller, we’re all in this together’
We’re not, as Emily Maitlis reminds us https://t.co/TJCjPgaYNB"
823,lockdown effect😢 https://t.co/iNfbCDGyus
824,"R&amp;D is the phrase of the season

Please Rip off and Duplicate anything you’d like from the #COVID19 Dropbox we’ve created.  Don’t reinvent the wheel. 

 https://t.co/l4SLdLIgEv"
825,WHO director needs to resign.
826,Here’s a timeline of how the new coronavirus became a global pandemic #WSJWhatsNow https://t.co/AsHxcebcNu
827,No one should be forced to choose between their right to vote and their right to stay healthy like the debacle in Wisconsin this week. https://t.co/fbDCbOb9qN
828,JUST IN: The United States surpassed Italy on Saturday morning with the most reported coronavirus deaths of any nation https://t.co/9IKpYCcypg
829,"@RichardBSpencer @TOOEdit The question being raised, and not often answered, is what is the end game of the lockdown? Can the lockdown make the virus disappear from society? If not there needs to an answer to the question of what we’re trying to accomplish with the lockdown."
830,"Coronavirus fight is a marathon not a sprint, top British doctor says https://t.co/G9kOdS1Num https://t.co/BpQCongWfa"
831,"Reported US coronavirus cases via @CNN:

5 weeks ago: 332 cases
4 weeks ago: 2,204 cases
3 weeks ago: 18,763 cases
2 weeks ago: 101,242 cases
1 week ago: 277,953 cases
Right now: 500,399 cases"
832,hospital workers in Stockholm are getting 220% of their usual pay. hospital workers in the UK are getting a minute's applause and coronavirus
